OrgUnitID,UID,OrgUnit2,OU2,OrgUnit3,OU3,OrgUnit4,OU4,OrgUnit5,OU5,OU_Type,Owner,RurUrb,OrgUnitComment,DateOpen,DateClose,Source,LocationComment,LatLon_Tentatively_Verified,LatLon_NeedsChecking,Longitude,Latitude,TelNo,OpenPublicFixed,BroadBandBufferSchoolDis
51,IaM2jIe6W9j,ec Eastern Cape Province,Eastern Cape,ec Amathole District Municipality,Amathole DM,ec Nkonkobe Health sub-District,Nkonkobe SD,ec Adelaide Mobile 2,Adelaide Mob 2,Mobile Service,Province Facility,Urban,,12/1/04,2/28/11,,,FALSE,FALSE,26.2963,-32.70812,046 684 0066,FALSE,
52,eUcrMeX3L9l,ec Eastern Cape Province,Eastern Cape,ec Cacadu District Municipality,Cacadu DM,ec Camdeboo Health sub-District,Camdeboo SD,ec Aeroville Clinic,Aeroville,Clinic,Province Facility,Urban,,1/1/94,12/31/99,,,TRUE,FALSE,25.6035,-32.74962,042 243 1333,TRUE,
53,Fws0A9spb9F,ec Eastern Cape Province,Eastern Cape,ec Alfred Nzo District Municipality,A Nzo DM,ec Maluti Health sub-District,Maluti SD,ec Afsondering Clinic,Afsondering,Clinic,Province Facility,Rural,,1/1/94,12/31/99,,,FALSE,FALSE,28.94812,-30.17988,039 256 7006,TRUE,
55,yAWTGFMOFxN,ec Eastern Cape Province,Eastern Cape,ec Chris Hani District Municipality,C Hani DM,ec Emalahleni Health sub-District,Emalahleni SD,ec Agnes Rest Clinic,Agnes Rest,Clinic,Province Facility,Rural,,1/1/94,12/31/99,,,FALSE,FALSE,27.03133,-31.69746,,TRUE,10
57,NCpa75Rz9wF,ec Eastern Cape Province,Eastern Cape,ec Cacadu District Municipality,Cacadu DM,ec Makana Health sub-District,Makana SD,ec Alexandria Clinic,Alexandria Clinic,Clinic,Province Facility,Peri-Urban,,1/1/94,12/31/99,,,TRUE,FALSE,26.41422,-33.65128,046 653 0333,TRUE,
58,JjzZWJZFIaX,ec Eastern Cape Province,Eastern Cape,ec Cacadu District Municipality,Cacadu DM,ec Makana Health sub-District,Makana SD,ec Alexandria EMS Station,Alexandria EMS,EMS Station,Province EMS,Rural,,10/1/06,12/31/99,Guesstimate,,FALSE,TRUE,26.414,-33.651,,FALSE,
59,TIFm32c8noS,ec Eastern Cape Province,Eastern Cape,ec Cacadu District Municipality,Cacadu DM,ec Makana Health sub-District,Makana SD,ec Alexandria Mobile 1,Alexandria Mob 1,Mobile Service,Province Facility,Rural,,1/1/94,12/31/99,,,FALSE,FALSE,26.4107,-33.65333,046 653 0333,FALSE,
60,qDaPD7d2urn,ec Eastern Cape Province,Eastern Cape,ec Cacadu District Municipality,Cacadu DM,ec Makana Health sub-District,Makana SD,ec Alexandria Mobile 2,Alexandria Mob 2,Mobile Service,Province Facility,Rural,Clinic closed 2002/12/31 due to rationalization of PHC Services. Clinic started re-submitting again as from 1/10/06 but couldn't capture and had to reopen clinic on system 2006/10/01,10/1/06,12/31/99,,,FALSE,FALSE,26.4107,-33.65333,046 653 0333,FALSE,
61,Ya0XQWPf9ho,ec Eastern Cape Province,Eastern Cape,ec Nelson Mandela Bay Municipality,N Mandela Bay MM,ec Nelson Mandela C Health sub-District,N Mandela C SD,ec Algoa Frail Care Centre,Algoa Frail Care,Frail Care,Province Aided Facility,Urban,Previously Algoa Chest Hospital,1/1/94,12/31/99,Street Maps,,FALSE,TRUE,25.48888,-33.87848,,TRUE,
62,IBErTOKhirW,ec Eastern Cape Province,Eastern Cape,ec Nelson Mandela Bay Municipality,N Mandela Bay MM,ec Nelson Mandela C Health sub-District,N Mandela C SD,ec Algoa Park Clinic,Algoa Park Clinic,Clinic,Province Facility,Urban,,1/1/94,12/31/99,,,TRUE,FALSE,25.56448,-33.90119,041 452 2058,TRUE,10
63,xDRejQNDJOV,ec Eastern Cape Province,Eastern Cape,ec Nelson Mandela Bay Municipality,N Mandela Bay MM,ec Nelson Mandela C Health sub-District,N Mandela C SD,ec Algoa Park Pharmacy,Algoa Park Pharm,Pharmacy,For-profit Facility,Urban,,11/1/10,12/31/99,,,FALSE,FALSE,,,,FALSE,
65,GxfqLWSIb7b,ec Eastern Cape Province,Eastern Cape,ec Cacadu District Municipality,Cacadu DM,ec Makana Health sub-District,Makana SD,ec Alicedale EMS Station,Alicedale EMS,EMS Station,Province EMS,Rural,,4/1/07,12/31/99,,,FALSE,FALSE,,,,FALSE,
66,RJN8dT1b3Lr,ec Eastern Cape Province,Eastern Cape,ec Joe Gqabi District Municipality,Joe Gqabi DM,ec Maletswai Health sub-District,Maletswai SD,ec Aliwal Mobile 1,Aliwal Mob 1,Mobile Service,Province Facility,Rural,,1/1/94,12/31/99,,,FALSE,FALSE,26.71034,-30.68928,051 633 3623,FALSE,
67,PEUFL0OUQ7P,ec Eastern Cape Province,Eastern Cape,ec Joe Gqabi District Municipality,Joe Gqabi DM,ec Maletswai Health sub-District,Maletswai SD,ec Aliwal North Block H Clinic,Aliwal North Block H,Clinic,Province Facility,Rural,,1/1/94,12/31/99,,,FALSE,FALSE,26.68674,-30.68831,051 633 2441,TRUE,
68,IfvEgGmTs2V,ec Eastern Cape Province,Eastern Cape,ec Joe Gqabi District Municipality,Joe Gqabi DM,ec Maletswai Health sub-District,Maletswai SD,ec Aliwal North Crisis Centre,Aliwal N Crisis Centre,Crisis Centre,Province Facility,Rural,,1/1/08,12/31/99,,,FALSE,FALSE,26.70719,-30.69698,,TRUE,
69,RCGywD787uu,ec Eastern Cape Province,Eastern Cape,ec Joe Gqabi District Municipality,Joe Gqabi DM,ec Maletswai Health sub-District,Maletswai SD,ec Aliwal North EMS Station,Aliwal North EMS,EMS Station,Province EMS,Rural,,1/1/94,12/31/99,Guesstimate,,FALSE,TRUE,26.707,-30.696,,FALSE,
70,sVBrn2tLIe5,ec Eastern Cape Province,Eastern Cape,ec Joe Gqabi District Municipality,Joe Gqabi DM,ec Maletswai Health sub-District,Maletswai SD,ec Aliwal North Hospital,Aliwal North Hosp,District Hospital,Province Facility,Rural,,1/1/94,12/31/99,,Not in gaz,FALSE,FALSE,26.70719,-30.69698,051 634 2381,TRUE,
71,GOu94BDZRUz,ec Eastern Cape Province,Eastern Cape,ec Chris Hani District Municipality,C Hani DM,ec Ngcobo Health sub-District,Ngcobo SD,ec All Saints Gateway Clinic,All Saints Gateway,Clinic,Province Facility,Rural,,7/1/03,12/31/99,,,FALSE,FALSE,28.0504,-31.6619,,TRUE,10
72,TIWdcSPOZZr,ec Eastern Cape Province,Eastern Cape,ec Chris Hani District Municipality,C Hani DM,ec Ngcobo Health sub-District,Ngcobo SD,ec All Saints Hospital,All Saints Hosp,District Hospital,Province Facility,Rural,,1/1/94,12/31/99,,,FALSE,FALSE,28.05041,-31.66197,047 248 1111,TRUE,10
73,yhgNIhikfpY,ec Eastern Cape Province,Eastern Cape,ec Nelson Mandela Bay Municipality,N Mandela Bay MM,ec Nelson Mandela C Health sub-District,N Mandela C SD,ec Aloe Pharmacy,Aloe Pharm,Pharmacy,For-profit Facility,Urban,,11/1/10,12/31/99,,,FALSE,FALSE,,,,FALSE,
75,T1EnP6z15tZ,ec Eastern Cape Province,Eastern Cape,ec Buffalo City Metropolitan Municipality,Buffalo City MM,ec Buffalo City Health sub-District,Buffalo City SD,ec Alphendale Clinic,Alphendale,Clinic,Province Facility,Urban,,1/1/94,12/31/99,,,FALSE,FALSE,27.84133,-33.01355,040 733 4496,TRUE,
76,wZj4YwKULaM,ec Eastern Cape Province,Eastern Cape,ec Amathole District Municipality,Amathole DM,ec Amahlathi Health sub-District,Amahlathi SD,ec Amabele Clinic,Amabele,Clinic,Province Facility,Rural,,1/1/94,12/31/99,,,FALSE,FALSE,27.52389,-32.66337,,TRUE,
77,uy9g8bzUB8M,ec Eastern Cape Province,Eastern Cape,ec Alfred Nzo District Municipality,A Nzo DM,ec Umzimvubu Health sub-District,Umzimvubu SD,ec Amadiba Clinic,Amadiba,Clinic,Province Facility,Rural,,1/1/94,12/31/99,BA_Jul,,FALSE,TRUE,30.17901,-31.07309,039 305 2815,TRUE,
78,a5Gyx5ywvLe,ec Eastern Cape Province,Eastern Cape,ec Buffalo City Metropolitan Municipality,Buffalo City MM,ec Buffalo City Health sub-District,Buffalo City SD,ec Amahleke Clinic,Amahleke,Clinic,Province Facility,Urban,,1/1/94,12/31/99,,,FALSE,FALSE,27.22825,-32.83371,040 656 2874,TRUE,10
79,DTEfKKmRfTU,ec Eastern Cape Province,Eastern Cape,ec Buffalo City Metropolitan Municipality,Buffalo City MM,ec Buffalo City Health sub-District,Buffalo City SD,ec Amalinda Mobile 1,Amalinda Mob 1,Mobile Service,Province Facility,Urban,,1/1/00,12/31/99,,,FALSE,FALSE,27.8978,-33.01206,040 743 5465,FALSE,
80,XSA3inefk7U,ec Eastern Cape Province,Eastern Cape,ec Alfred Nzo District Municipality,A Nzo DM,ec Umzimvubu Health sub-District,Umzimvubu SD,ec Amandengane Clinic,Amandengane,Clinic,Province Facility,Rural,,1/1/94,12/31/99,,,FALSE,FALSE,29.75053,-31.08611,,TRUE,
81,ng0SukVAgK0,ec Eastern Cape Province,Eastern Cape,ec Alfred Nzo District Municipality,A Nzo DM,ec Umzimvubu Health sub-District,Umzimvubu SD,ec Amantshangase Clinic,Amantshangase,Clinic,Province Facility,Rural,,1/1/94,12/31/99,,,FALSE,FALSE,29.58773,-30.83966,039 251 7014,TRUE,
82,TK1wL8HpxPg,ec Eastern Cape Province,Eastern Cape,ec Amathole District Municipality,Amathole DM,ec Nkonkobe Health sub-District,Nkonkobe SD,ec Amathole Basin Clinic,Amathole Basin,Clinic,Province Facility,Rural,,1/1/94,12/31/99,,,FALSE,FALSE,26.99311,-32.69596,,TRUE,
83,O7kx50hBkWe,ec Eastern Cape Province,Eastern Cape,ec Buffalo City Metropolitan Municipality,Buffalo City MM,ec Buffalo City Health sub-District,Buffalo City SD,ec Amatola Central Mobile 1,Amatola Central Mob 1,Mobile Service,Province Facility,Urban,,1/1/94,1/31/11,,,FALSE,FALSE,27.90678,-33.01819,040 743 5465,FALSE,
84,wIwG4YZqP3Z,ec Eastern Cape Province,Eastern Cape,ec Buffalo City Metropolitan Municipality,Buffalo City MM,ec Buffalo City Health sub-District,Buffalo City SD,ec Amatola East Coast Mobile 1,Amatola EC Mob 1,Mobile Service,Province Facility,Urban,,1/1/94,1/31/11,,,FALSE,FALSE,27.90678,-33.01819,040 743 5465,FALSE,
85,KQfuCSa0Lvu,ec Eastern Cape Province,Eastern Cape,ec Buffalo City Metropolitan Municipality,Buffalo City MM,ec Buffalo City Health sub-District,Buffalo City SD,ec Amatola Igoda Mobile 1,Amatola Igoda Mob 1,Mobile Service,Province Facility,Urban,,1/1/94,1/31/11,,,FALSE,FALSE,27.90678,-33.01819,040 743 5465,FALSE,
86,d4Rwv7R3dJF,ec Eastern Cape Province,Eastern Cape,ec Buffalo City Metropolitan Municipality,Buffalo City MM,ec Buffalo City Health sub-District,Buffalo City SD,ec Amatola North Mobile 1,Amatola North Mob 1,Mobile Service,Province Facility,Urban,,1/1/94,1/31/11,,,FALSE,FALSE,27.90678,-33.01819,040 743 5465,FALSE,
88,HB2LOSGfRCj,ec Eastern Cape Province,Eastern Cape,ec Buffalo City Metropolitan Municipality,Buffalo City MM,ec Buffalo City Health sub-District,Buffalo City SD,ec Amatola West Mobile 1,Amatola West Mob 1,Mobile Service,Province Facility,Urban,,1/1/94,1/31/11,,,FALSE,FALSE,27.90678,-33.01819,040 743 5465,FALSE,
89,DNT3ARPX1s3,ec Eastern Cape Province,Eastern Cape,ec Cacadu District Municipality,Cacadu DM,ec Camdeboo Health sub-District,Camdeboo SD,ec Andries Vosloo Hospital,Andries Vosloo Hosp,District Hospital,Province Facility,Rural,,1/1/94,12/31/99,,,FALSE,FALSE,25.59525,-32.72181,042 243 1313,TRUE,
90,JR0lmVK2mJk,ec Eastern Cape Province,Eastern Cape,ec Cacadu District Municipality,Cacadu DM,ec Kouga Health sub-District,Kouga SD,ec Andrieskraal Satellite Clinic,Andrieskraal Sat,Satellite Clinic,Province Facility,Rural,,1/1/11,12/31/99,BA_Jul,,TRUE,FALSE,24.64038,-33.74653,,TRUE,
91,Ci8YAQVsjgn,ec Eastern Cape Province,Eastern Cape,ec Cacadu District Municipality,Cacadu DM,ec Makana Health sub-District,Makana SD,ec Anglo African Street Clinic,Anglo African Str,Clinic,Province Facility,Urban,,6/1/99,12/31/99,,,TRUE,FALSE,26.52464,-33.31006,,TRUE,
92,czQkUIxC3cv,ec Eastern Cape Province,Eastern Cape,ec Cacadu District Municipality,Cacadu DM,ec Camdeboo Health sub-District,Camdeboo SD,ec Asherville Clinic,Asherville,Clinic,Province Facility,Urban,Data merged with Kroonvale Clinic up to April-99.,1/1/99,4/30/04,,,FALSE,FALSE,24.55555,-32.27039,049 892 2121,FALSE,
93,fRORAbO9DdS,ec Eastern Cape Province,Eastern Cape,ec Chris Hani District Municipality,C Hani DM,ec Sakhisizwe Health sub-District,Sakhisizwe SD,ec Askeaton Clinic,Askeaton,Clinic,Province Facility,Rural,,1/1/94,12/31/99,,,FALSE,FALSE,27.46074,-31.62522,047 878 9748,TRUE,10
94,R343IMDyonw,ec Eastern Cape Province,Eastern Cape,ec Buffalo City Metropolitan Municipality,Buffalo City MM,ec Buffalo City Health sub-District,Buffalo City SD,ec Aspiranza Clinic,Aspiranza,Clinic,Province Facility,Urban,,1/1/94,12/31/99,,,FALSE,FALSE,27.84991,-33.01916,040 733 2191,TRUE,
95,JZQcE2W55Ao,ec Eastern Cape Province,Eastern Cape,ec Amathole District Municipality,Amathole DM,ec Nkonkobe Health sub-District,Nkonkobe SD,ec Assina Mandla Clinic,A Mandla,Clinic,Province Facility,Rural,,1/1/94,12/31/99,,,FALSE,FALSE,26.7941,-32.75045,040 653 9788,TRUE,
97,ugiI3OKWZGT,ec Eastern Cape Province,Eastern Cape,ec Nelson Mandela Bay Municipality,N Mandela Bay MM,ec Nelson Mandela C Health sub-District,N Mandela C SD,ec ATICC Centre,ATICC,Non-medical Site,Not-for-profit Facility,Urban,,4/1/10,12/31/99,,,FALSE,FALSE,,,,FALSE,
99,9u6G6y5E4z4,ec Eastern Cape Province,Eastern Cape,ec Nelson Mandela Bay Municipality,N Mandela Bay MM,ec Nelson Mandela C Health sub-District,N Mandela C SD,ec Automotive Industrial Development Centre Non-medical Site,ADIDC N-med,Non-medical Site,NGO Facility,Urban,Data from welllness drives from Nov 2011 to present,8/1/12,12/31/99,,,FALSE,FALSE,,,,FALSE,0
99,nLWfth9RFiD,ec Eastern Cape Province,Eastern Cape,ec Chris Hani District Municipality,C Hani DM,ec Inxuba Yethemba Health sub-District,Inxuba Yethemba SD,ec Bacclesfarm Clinic,Bacclesfarm,Clinic,Province Facility,Rural,,1/1/94,12/31/99,,,FALSE,FALSE,26.45647,-32.03991,0020 7 Manzolwandle,TRUE,
100,TNIQ8wMmaXE,ec Eastern Cape Province,Eastern Cape,ec Amathole District Municipality,Amathole DM,ec Mbhashe Health sub-District,Mbhashe SD,ec Badi Clinic,Badi,Clinic,Province Facility,Rural,,1/1/94,12/31/99,,,FALSE,FALSE,28.66265,-32.2871,,TRUE,
101,UgW9D62YNt1,ec Eastern Cape Province,Eastern Cape,ec Oliver Tambo District Municipality,O Tambo DM,ec Qaukeni Health sub-District,Qaukeni SD,ec Bala Clinic,Bala,Clinic,Province Facility,Rural,,1/1/94,12/31/99,BA_Jul,,FALSE,TRUE,29.53658,-30.99031,039 252 7011,TRUE,
102,LnbeelVJ96g,ec Eastern Cape Province,Eastern Cape,ec Buffalo City Metropolitan Municipality,Buffalo City MM,ec Buffalo City Health sub-District,Buffalo City SD,ec Balasi Valley Mobile 1,Balasi Mob 1,Mobile Service,Province Facility,Rural,,2/1/00,1/31/10,,,FALSE,FALSE,27.39542,-32.87948,043 643 3219,FALSE,
103,bFcMAdjBNvN,ec Eastern Cape Province,Eastern Cape,ec Alfred Nzo District Municipality,A Nzo DM,ec Umzimvubu Health sub-District,Umzimvubu SD,ec Baleni Clinic,Baleni,Clinic,Province Facility,Rural,,1/1/94,12/31/99,,,FALSE,FALSE,29.97147,-31.15916,,TRUE,
104,MkpwPg0yLsa,ec Eastern Cape Province,Eastern Cape,ec Amathole District Municipality,Amathole DM,ec Nkonkobe Health sub-District,Nkonkobe SD,ec Balfour Clinic,Balfour Clinic,Clinic,Province Facility,Rural,,1/1/94,12/31/99,,,FALSE,FALSE,26.68213,-32.54578,040 864 1032,TRUE,
105,X38JZu2xAlv,ec Eastern Cape Province,Eastern Cape,ec Amathole District Municipality,Amathole DM,ec Nkonkobe Health sub-District,Nkonkobe SD,ec Balfour Mobile 1,Balfour Mob 1,Mobile Service,Province Facility,Rural,,1/1/94,12/31/99,,,FALSE,FALSE,26.68213,-32.54578,040 864 1032,FALSE,
106,oE18Rte9lLL,ec Eastern Cape Province,Eastern Cape,ec Oliver Tambo District Municipality,O Tambo DM,ec Nyandeni Health sub-District,Nyandeni SD,ec Bambisana Hospital,Bambisana Hosp,District Hospital,Province Facility,Rural,,1/1/94,12/31/99,,,TRUE,FALSE,29.45397,-31.45019,039 253 7803,TRUE,
107,K1axQWH3I6y,ec Eastern Cape Province,Eastern Cape,ec Oliver Tambo District Municipality,O Tambo DM,ec Nyandeni Health sub-District,Nyandeni SD,ec Bambisana Mobile 1,Bambisana Mob 1,Mobile Service,Province Facility,Rural,,1/1/94,12/31/99,,,FALSE,FALSE,29.4546,-31.45083,039 253 1578,FALSE,
108,X90uIOuw1H3,ec Eastern Cape Province,Eastern Cape,ec Oliver Tambo District Municipality,O Tambo DM,ec Nyandeni Health sub-District,Nyandeni SD,ec Bambisana PHC Clinic,Bambisana PHC,Clinic,Province Facility,Rural,,1/1/94,12/31/99,BA_Jul,,FALSE,TRUE,29.45341,-31.45022,039 253 1578,TRUE,
109,KuRP6PiVK4B,ec Eastern Cape Province,Eastern Cape,ec Chris Hani District Municipality,C Hani DM,ec Intsika Yethu Health sub-District,Intsika Yethu SD,ec Banzi Clinic,Banzi,Clinic,Province Facility,Rural,,1/1/94,12/31/99,,,FALSE,FALSE,27.51978,-32.12632,,TRUE,
9001,B5g5X2k5Q8k,ec Eastern Cape Province,Eastern Cape,ec Joe Gqabi District Municipality,Joe Gqabi DM,ec Maletswai Health sub-District,Maletswai SD,ec Barkly East Correctional Centre,Barkly East Corr,Correctional Centre,Other dept Facility,Rural,,1/1/94,12/31/99,DCS,,TRUE,FALSE,27.59421,-30.97293,,FALSE,
110,beINWpMstM3,ec Eastern Cape Province,Eastern Cape,ec Joe Gqabi District Municipality,Joe Gqabi DM,ec Maletswai Health sub-District,Maletswai SD,ec Barkly East EMS Station,Barkly East EMS,EMS Station,Province EMS,Urban,,1/1/94,12/31/99,Guesstimate,,FALSE,TRUE,27.594,-30.972,,FALSE,
111,D2cPNVtlqNX,ec Eastern Cape Province,Eastern Cape,ec Joe Gqabi District Municipality,Joe Gqabi DM,ec Senqu Health sub-District,Senqu SD,ec Barkly East Mobile 1,Barkly E Mob 1,Mobile Service,Province Facility,Rural,,1/1/94,12/31/99,,,FALSE,FALSE,27.59406,-30.96663,045 971 0158,FALSE,
112,mLVJrpuXrmE,ec Eastern Cape Province,Eastern Cape,ec Joe Gqabi District Municipality,Joe Gqabi DM,ec Senqu Health sub-District,Senqu SD,ec Barkly East Mobile 2,Barkly E Mob 2,Mobile Service,Province Facility,Rural,,1/1/94,12/31/99,,,FALSE,FALSE,27.59409,-30.96666,045 971 0158,FALSE,
113,W3AxOsUbzsK,ec Eastern Cape Province,Eastern Cape,ec Joe Gqabi District Municipality,Joe Gqabi DM,ec Senqu Health sub-District,Senqu SD,ec Barkly East Mobile 3,Barkly E Mob 3,Mobile Service,Province Facility,Rural,,10/1/07,12/31/99,,,FALSE,FALSE,27.59409,-30.96666,,FALSE,
114,IfaCYuzVVNd,ec Eastern Cape Province,Eastern Cape,ec Chris Hani District Municipality,C Hani DM,ec Inxuba Yethemba Health sub-District,Inxuba Yethemba SD,ec Baroda Clinic,Baroda Clin,Clinic,Province Facility,Rural,Don't collect - Mobile does the TB for the area,1/1/99,12/31/99,,,FALSE,FALSE,25.51025,-32.00216,048 881 2921,TRUE,
115,HqAVvf8PfMd,ec Eastern Cape Province,Eastern Cape,ec Cacadu District Municipality,Cacadu DM,ec Makana Health sub-District,Makana SD,ec Bathurst Clinic,Bathurst Clinic,Clinic,Province Facility,Rural,Data merged into Nolukhanyo since Janury 2006,1/1/94,12/31/05,,,FALSE,FALSE,26.83122,-33.49373,046 622 50713,FALSE,
117,VEksKmU3Wlo,ec Eastern Cape Province,Eastern Cape,ec Cacadu District Municipality,Cacadu DM,ec Camdeboo Health sub-District,Camdeboo SD,ec Baviaans Clinic,Baviaans,Clinic,Province Facility,Urban,Combined Vuyolwethu and Victoria Street clinics,1/1/94,12/31/99,,,FALSE,FALSE,24.34423,-33.32463,,TRUE,
118,FoTdsOog4Nx,ec Eastern Cape Province,Eastern Cape,ec Oliver Tambo District Municipality,O Tambo DM,ec King Sabata Dalindyebo Health sub-District,King Dalindyebo SD,ec Baziya CHC,Baziya CHC,Community Health Centre,Province Facility,Rural,,1/1/94,12/31/99,,,TRUE,FALSE,28.38365,-31.61512,047 501 3347,TRUE,
119,qzjeNeNbaCm,ec Eastern Cape Province,Eastern Cape,ec Buffalo City Metropolitan Municipality,Buffalo City MM,ec Buffalo City Health sub-District,Buffalo City SD,ec Beacon Bay Clicks Pharmacy,Beacon Bay Clicks Pharm,Pharmacy,For-profit Facility,Urban,,1/1/94,12/31/99,,,FALSE,TRUE,,,,FALSE,
119,KxZstDHBkXl,ec Eastern Cape Province,Eastern Cape,ec Buffalo City Metropolitan Municipality,Buffalo City MM,ec Buffalo City Health sub-District,Buffalo City SD,ec Beacon Bay Clinic,Beacon Bay,Clinic,Province Facility,Urban,,1/1/94,12/31/99,,,FALSE,FALSE,27.93835,-32.96798,040 748 2400,TRUE,
120,pzxH6ldoWVe,ec Eastern Cape Province,Eastern Cape,ec Cacadu District Municipality,Cacadu DM,ec Camdeboo Health sub-District,Camdeboo SD,ec Beatrice Ngwentle Clinic,B Ngwentle,Clinic,Province Facility,Urban,,1/1/94,12/31/99,,,FALSE,FALSE,25.59153,-32.71754,042 243 1333,TRUE,
121,jZsKOBiMyUH,ec Eastern Cape Province,Eastern Cape,ec Amathole District Municipality,Amathole DM,ec Nkonkobe Health sub-District,Nkonkobe SD,ec Bedford Clinic,Bedford Clinic,Clinic,Province Facility,Urban,,1/1/94,12/31/99,,,FALSE,FALSE,26.0883,-32.68292,046 685 0076,TRUE,
122,BEZj3CM0urP,ec Eastern Cape Province,Eastern Cape,ec Amathole District Municipality,Amathole DM,ec Nkonkobe Health sub-District,Nkonkobe SD,ec Bedford EMS Station,Bedford EMS,EMS Station,Province EMS,Rural,,1/1/94,12/31/99,Guesstimate,,FALSE,TRUE,26.09,-32.67,,FALSE,
123,rgyLyYbDq2z,ec Eastern Cape Province,Eastern Cape,ec Amathole District Municipality,Amathole DM,ec Nkonkobe Health sub-District,Nkonkobe SD,ec Bedford Hospital,Bedford Hosp,District Hospital,Province Facility,Rural,,1/1/94,12/31/99,,Not in gaz?,FALSE,FALSE,26.09012,-32.67534,046 685 0043,TRUE,
124,Yn8x434bjAi,ec Eastern Cape Province,Eastern Cape,ec Cacadu District Municipality,Cacadu DM,ec Camdeboo Health sub-District,Camdeboo SD,ec Bedford Mobile 1 (Camdeboo),Bedford Mob 1,Mobile Service,Province Facility,Peri-Urban,,1/1/94,12/31/99,,was Wrong sub-district?,FALSE,TRUE,25.08703,-32.68212,046 685 0076,FALSE,
125,yn31BsCylL5,ec Eastern Cape Province,Eastern Cape,ec Amathole District Municipality,Amathole DM,ec Nkonkobe Health sub-District,Nkonkobe SD,ec Bedford Mobile 1 (Nkonkobe),Bedford Mob 1 (Nkonkobe),Mobile Service,Province Facility,Rural,,4/1/11,12/31/99,Guesstimate,,FALSE,TRUE,26.0883,-32.68292,,FALSE,
